# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	80807	81799	+	AGJPKI_00420	lolD	Uncharacterized ABC transporter ATP-binding protein Rv0073	COG:COG1136, COG:M, GO:0005524, GO:0005886, GO:0022857, GO:0055085, RefSeq:WP_003899801.1, SO:0001217, UniParc:UPI00000D5E82, UniRef:UniRef100_P9WQK4, UniRef:UniRef50_P9WQK4, UniRef:UniRef90_P9WQK4
contig_1	cds	81879	83114	+	AGJPKI_00425	hutI	Imidazolonepropionase or related amidohydrolase	COG:COG1228, COG:Q, RefSeq:WP_003400620.1, SO:0001217, UniParc:UPI00000D105B, UniRef:UniRef100_A0A679LB06, UniRef:UniRef50_A0A1X2LQV9, UniRef:UniRef90_A0A679LB06
contig_1	cds	83127	84299	+	AGJPKI_00430	malY	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	COG:COG1168, COG:ER, RefSeq:WP_003400622.1, SO:0001217, UniParc:UPI00000D5F7E, UniRef:UniRef100_A0A045GL98, UniRef:UniRef50_A0A045GL98, UniRef:UniRef90_A0A045GL98
contig_1	cds	84314	84703	-	AGJPKI_00435		Membrane protein	RefSeq:WP_003400629.1, SO:0001217, UniParc:UPI00000D1122, UniRef:UniRef100_A0A045GMI3, UniRef:UniRef50_A0A7I7MUQ8, UniRef:UniRef90_A0A045GMI3
contig_1	cds	84767	85597	-	AGJPKI_00440		Alpha/beta fold family hydrolase	RefSeq:WP_003900801.1, SO:0001217, UniParc:UPI0000165207, UniRef:UniRef100_A0A0H3L4J2, UniRef:UniRef50_A0A654TPX0, UniRef:UniRef90_A0A654TPX0
contig_1	cds	85659	86264	+	AGJPKI_00445	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_003899803.1, SO:0001217, UniParc:UPI00000D5ED8, UniRef:UniRef100_A0A654ZSD0, UniRef:UniRef50_O53119, UniRef:UniRef90_A0A7Z7IHH4
contig_1	cds	86339	86932	-	AGJPKI_00450		Nucleotidyltransferase AbiEii toxin of type IV toxin-antitoxin system	RefSeq:WP_003400645.1, SO:0001217, UniParc:UPI00000D2B2A, UniRef:UniRef100_A0A679LAR6, UniRef:UniRef50_A0A679LAR6, UniRef:UniRef90_A0A679LAR6
contig_1	cds	86929	87135	-	AGJPKI_00455	fliS	Flagellar export chaperone FliS	RefSeq:WP_003400649.1, SO:0001217, UniParc:UPI000153404F, UniRef:UniRef100_A0A679LAJ1, UniRef:UniRef50_A0A8I0EJZ3, UniRef:UniRef90_A0A8I0EJZ3
contig_1	cds	87335	88156	+	AGJPKI_00460		dormancy-associated translation inhibitor	BlastRules:WP_003400655, GO:0005886, GO:0009274, GO:0022627, GO:0043022, GO:0043024, GO:0045900, RefSeq:WP_003400655.1, SO:0001217, UniParc:UPI00000D0F34, UniRef:UniRef100_P9WMA8, UniRef:UniRef50_P9WMA8, UniRef:UniRef90_P9WMA8
contig_1	cds	88153	88611	+	AGJPKI_00465	nimA	Uncharacterized protein Rv0080	COG:COG3467, COG:V, RefSeq:WP_003899804.1, SO:0001217, UniParc:UPI00000CCB85, UniRef:UniRef100_P9WMA4, UniRef:UniRef50_P9WMA4, UniRef:UniRef90_P9WMA4
contig_1	cds	88706	89050	+	AGJPKI_00470	arsR	Uncharacterized HTH-type transcriptional regulator Rv0081	COG:COG0640, COG:K, GO:0003677, GO:0003700, GO:0005886, RefSeq:WP_003400657.1, SO:0001217, UniParc:UPI00000D5F9D, UniRef:UniRef100_P9WMI6, UniRef:UniRef50_P9WMI6, UniRef:UniRef90_P9WMI6
contig_1	cds	89055	89534	+	AGJPKI_00475	hycG	Ni,Fe-hydrogenase III small subunit	COG:C, COG:COG3260, RefSeq:WP_003400658.1, SO:0001217, UniParc:UPI0000164F2B, UniRef:UniRef100_A0A045HSY9, UniRef:UniRef50_A0A3M2E280, UniRef:UniRef90_A0A045HSY9
contig_1	cds	89531	91453	+	AGJPKI_00480	hyfB	Uncharacterized protein Rv0083	COG:COG0651, COG:CP, GO:0005886, GO:0008137, GO:0042773, RefSeq:WP_003907280.1, SO:0001217, UniParc:UPI0000139199, UniRef:UniRef100_P9WIW2, UniRef:UniRef50_P9WIW2, UniRef:UniRef90_P9WIW2
contig_1	cds	91459	92409	+	AGJPKI_00485	hyfC	Formate hydrogenlyase subunit HyfC	COG:C, COG:COG0650, RefSeq:WP_003900802.1, SO:0001217, UniParc:UPI00000D11F9, UniRef:UniRef100_A0A0H3L4V8, UniRef:UniRef50_L7V9U5, UniRef:UniRef90_A0A8E0EZH1
contig_1	cds	92420	93082	+	AGJPKI_00490	hyfE	Uncharacterized protein Mb0088	COG:C, COG:COG4237, GO:0005886, RefSeq:WP_003400661.1, SO:0001217, UniParc:UPI0000139225, UniRef:UniRef100_P9WM74, UniRef:UniRef50_P9WM74, UniRef:UniRef90_P9WM74
contig_1	cds	93082	94548	+	AGJPKI_00495	hyfB	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	COG:COG0651, COG:CP, RefSeq:WP_003900803.1, SO:0001217, UniParc:UPI0001278142, UniRef:UniRef100_A0A0H3L4K1, UniRef:UniRef50_A0A049DPV8, UniRef:UniRef90_A0A045HSB3
contig_1	cds	94548	96023	+	AGJPKI_00500		Formate hydrogenase	RefSeq:WP_003901794.1, SO:0001217, UniParc:UPI00005EE35A, UniRef:UniRef100_A0A3E0V0N3, UniRef:UniRef50_D5P8L9, UniRef:UniRef90_A0A655JCQ0
contig_1	cds	96253	96732	+	AGJPKI_00505		Uncharacterized protein Mb0091	GO:0005886, GO:0009274, RefSeq:WP_003899806.1, SO:0001217, UniParc:UPI0000EF3297, UniRef:UniRef100_A0A0U0R1C9, UniRef:UniRef50_P9WM73, UniRef:UniRef90_P9WM73
contig_1	cds	96889	97482	+	AGJPKI_00510	ubiE	Uncharacterized methyltransferase Rv0089	COG:COG2226, COG:H, EC:2.1.1.-, GO:0008168, GO:0009274, GO:0032259, RefSeq:WP_015456096.1, SO:0001217, UniParc:UPI000252D201, UniRef:UniRef100_A0A0H3LBA5, UniRef:UniRef50_P9WK02, UniRef:UniRef90_P9WK02
contig_1	cds	97611	98381	+	AGJPKI_00515		Uncharacterized protein Rv0090	COG:COG3305, COG:S, GO:0005886, RefSeq:WP_003899807.1, SO:0001217, UniParc:UPI0000139236, UniRef:UniRef100_P9WM70, UniRef:UniRef50_P9WM70, UniRef:UniRef90_P9WM70
contig_1	cds	98510	98704	+	AGJPKI_00520		Protein of unassigned function	SO:0001217, UniParc:UPI00026D42B5, UniRef:UniRef100_A0A0E8VW47, UniRef:UniRef50_A0A0E8VW47, UniRef:UniRef90_A0A0E8VW47
contig_1	cds	98815	99582	+	AGJPKI_00525	mtnN	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	COG:COG0775, COG:FH, EC:3.2.2.9, GO:0005829, GO:0008782, GO:0008930, GO:0009116, GO:0019284, GO:0019509, RefSeq:WP_003400678.1, SO:0001217, UniParc:UPI000012F813, UniRef:UniRef100_P67657, UniRef:UniRef50_P67657, UniRef:UniRef90_P67657
contig_1	cds	99714	101999	+	AGJPKI_00530	ctpA	Copper-exporting P-type ATPase	COG:COG2217, COG:P, EC:7.2.2.8, GO:0005507, GO:0005524, GO:0005576, GO:0005886, GO:0009274, GO:0016020, GO:0016887, GO:0043682, GO:0055070, GO:0140581, RefSeq:WP_003899808.1, SO:0001217, UniParc:UPI000012863C, UniRef:UniRef100_P9WPU0, UniRef:UniRef50_P9WPT9, UniRef:UniRef90_P9WPU0
contig_1	cds	101946	102656	-	AGJPKI_00535	ylaD	Uncharacterized protein Rv0093c	COG:COG5660, COG:T, GO:0005886, GO:0009274, RefSeq:WP_003912510.1, SO:0001217, UniParc:UPI00005EE35D, UniRef:UniRef100_P9WM68, UniRef:UniRef50_P9WM68, UniRef:UniRef90_P9WM68
contig_1	cds	102841	103800	-	AGJPKI_00540		HNHc domain-containing protein	SO:0001217, UniParc:UPI0004BB7D19, UniRef:UniRef100_A0A0E9A5J0, UniRef:UniRef50_B2HGI8, UniRef:UniRef90_A5TYG7
contig_1	cds	103936	104301	-	AGJPKI_00545		Putative uncharacterized protein Rv0095c	SO:0001217, UniParc:UPI0001FB6B3A, UniRef:UniRef100_A0A0E9AND5, UniRef:UniRef50_Q10891, UniRef:UniRef90_Q10891
contig_1	cds	104455	105846	+	AGJPKI_00550	pPE1	Uncharacterized PPE family protein PPE1	COG:COG5651, COG:S, GO:0005886, GO:0052572, RefSeq:WP_003900806.1, SO:0001217, UniParc:UPI0001278176, UniRef:UniRef100_A0A0H3L4H7, UniRef:UniRef50_P9WI48, UniRef:UniRef90_P9WI48
contig_1	cds	105865	106734	+	AGJPKI_00555	tauD	Putative dioxygenase Rv0097	COG:COG2175, COG:Q, EC:1.-.-.-, GO:0046872, GO:0051213, KEGG:K25987, RefSeq:WP_003900807.1, SO:0001217, UniParc:UPI0001278177, UniRef:UniRef100_A0A0E8TR04, UniRef:UniRef50_P9WG82, UniRef:UniRef90_P9WG82
contig_1	cds	106731	107282	+	AGJPKI_00560	fcoT	fatty acyl CoA thioesterase FcoT	BlastRules:WP_003899810, EC:3.1.2.-, GO:0006631, GO:0047617, KEGG:K26055, RefSeq:WP_003899810.1, SO:0001217, UniParc:UPI0000139256, UniRef:UniRef100_P64686, UniRef:UniRef50_P64686, UniRef:UniRef90_P64686
contig_1	cds	107311	108909	+	AGJPKI_00565	fadD10	fatty acid--CoA ligase FadD10	COG:COG0318, COG:I, EC:6.2.1.20, EC:6.2.1.47, GO:0005524, GO:0005737, GO:0005886, GO:0006631, GO:0008922, GO:0031956, RefSeq:WP_003916215.1, SO:0001217, UniParc:UPI000169A5EB, UniRef:UniRef100_P9WQ54, UniRef:UniRef50_P9WQ54, UniRef:UniRef90_P9WQ54
contig_1	cds	108902	109150	+	AGJPKI_00570		Acyl carrier protein Rv0100	GO:0006631, SO:0001217, UniParc:UPI00005EE360, UniRef:UniRef100_A0A0E8VPN7, UniRef:UniRef50_P64688, UniRef:UniRef90_P64688
contig_1	cds	109132	116670	+	AGJPKI_00575	nrp	non-ribosomal peptide synthetase Nrp	BlastRules:WP_003400794, COG:COG3320, COG:Q, RefSeq:WP_003400794.1, SO:0001217, UniParc:UPI00000D5046, UniRef:UniRef100_A0A679LAD6, UniRef:UniRef50_A0A8I0JXR1, UniRef:UniRef90_A0A8I0JXR1
contig_1	cds	116908	118830	+	AGJPKI_00580	ctaG	Uncharacterized protein Mb0105	COG:CO, COG:COG3336, GO:0005886, SO:0001217, UniParc:UPI00005EE362, UniRef:UniRef100_P9WM62, UniRef:UniRef50_P9WM62, UniRef:UniRef90_P9WM62
contig_1	cds	119046	121304	-	AGJPKI_00585	ctpB	Cation-transporting P-type ATPase B	COG:COG2217, COG:P, EC:7.2.2.-, GO:0005507, GO:0005524, GO:0005829, GO:0005886, GO:0016020, GO:0016887, GO:0043682, GO:0055070, RefSeq:WP_003400797.1, SO:0001217, UniParc:UPI0000164F2E, UniRef:UniRef100_P59947, UniRef:UniRef50_P9WPT9, UniRef:UniRef90_P9WPT9
contig_1	cds	121448	122962	+	AGJPKI_00590	crp	Uncharacterized protein Rv0104	COG:COG0664, COG:T, GO:0003700, GO:0005829, GO:0005886, RefSeq:WP_003899813.1, SO:0001217, UniParc:UPI0000139286, UniRef:UniRef100_P9WM60, UniRef:UniRef50_P9WM60, UniRef:UniRef90_P9WM60
contig_1	cds	123111	123395	-	AGJPKI_00595	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0003735, GO:0006412, GO:0022625, KEGG:K02902, RefSeq:WP_003400802.1, SO:0001217, UniParc:UPI0000132F93, UniRef:UniRef100_P0A5V7, UniRef:UniRef50_P0A5V7, UniRef:UniRef90_P0A5V7
contig_1	cds	123505	124701	+	AGJPKI_00600	yejR	Uncharacterized protein Mb0109	COG:COG0523, COG:R, EC:3.6.5.-, GO:0005525, GO:0016787, RefSeq:WP_003400804.1, SO:0001217, UniParc:UPI000013928E, UniRef:UniRef100_P9WPI4, UniRef:UniRef50_P9WPI4, UniRef:UniRef90_P9WPI4
contig_1	cds	124796	129673	-	AGJPKI_00605	ctpI	putative cation-transporting ATPase I	COG:COG0474, COG:P, EC:7.2.2.-, GO:0005388, GO:0005524, GO:0005829, GO:0005886, GO:0009274, GO:0016887, GO:0019829, GO:0043231, GO:0046872, SO:0001217, UniParc:UPI0000128647, UniRef:UniRef100_P9WPS4, UniRef:UniRef50_P9WPS5, UniRef:UniRef90_P9WPS5
contig_1	cds	130027	130269	-	AGJPKI_00610		DUF1653 domain-containing protein	SO:0001217, UniParc:UPI0001E62420, UniRef:UniRef100_A0A0E8W2U8, UniRef:UniRef50_X8CF92, UniRef:UniRef90_A0A0H3L4Y2
contig_1	cds	130515	132005	+	AGJPKI_00615		PE-PGRS family protein PE_PGRS1	RefSeq:WP_003909149.1, SO:0001217, UniParc:UPI00001A8E7A, UniRef:UniRef100_A0A8D5WPA6, UniRef:UniRef50_L0T2H7, UniRef:UniRef90_L0T2H7
contig_1	cds	132153	132902	+	AGJPKI_00620	glpG	Membrane-associated serine protease, rhomboid family	COG:COG0705, COG:O, RefSeq:WP_003400822.1, SO:0001217, UniParc:UPI000016520A, UniRef:UniRef100_E2IBS9, UniRef:UniRef50_A0A0J6VLA1, UniRef:UniRef90_E2IBS9
contig_1	cds	133083	135140	+	AGJPKI_00625	oafA	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	COG:COG1835, COG:M, RefSeq:WP_003900811.1, SO:0001217, UniParc:UPI00000D4FB5, UniRef:UniRef100_A0A679LAE0, UniRef:UniRef50_A0A1A3NIY5, UniRef:UniRef90_A0A655I7X0
contig_1	cds	135422	136378	+	AGJPKI_00630	wcaG	Nucleoside-diphosphate-sugar epimerase	COG:COG0451, COG:M, RefSeq:WP_003400829.1, SO:0001217, UniParc:UPI00000D5FE2, UniRef:UniRef100_A0A679LB40, UniRef:UniRef50_G0TMC6, UniRef:UniRef90_G0TMC6
contig_1	cds	136419	137042	+	AGJPKI_00635	gmhA	D-sedoheptulose 7-phosphate isomerase	COG:COG0279, COG:G, EC:5.3.1.28, GO:0005737, GO:0005975, GO:0008270, GO:0008968, GO:0097367, GO:2001061, RefSeq:WP_015287765.1, SO:0001217, UniParc:UPI0002A5705F, UniRef:UniRef100_A0A0E7ZI65, UniRef:UniRef50_P0A605, UniRef:UniRef90_P0A605
contig_1	cds	137074	137646	+	AGJPKI_00640	gmhB	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	BlastRules:WP_003400840, EC:3.1.3.83, GO:0000287, GO:0005737, GO:0005975, GO:0008270, GO:0034200, RefSeq:WP_003400840.1, SO:0001217, UniParc:UPI00000D3AEF, UniRef:UniRef100_P9WMV2, UniRef:UniRef50_P9WMV2, UniRef:UniRef90_P9WMV2
contig_1	cds	137646	138806	+	AGJPKI_00645	hddA	D-glycero-alpha-D-manno-heptose 7-phosphate kinase	COG:COG2605, COG:R, EC:2.7.1.168, GO:0005524, GO:0009103, GO:0016301, GO:0016310, GO:0046872, KEGG:K07031, RefSeq:WP_003899819.1, SO:0001217, UniParc:UPI00000D5E33, UniRef:UniRef100_O53637, UniRef:UniRef50_O53637, UniRef:UniRef90_O53637
contig_1	cds	139089	139277	+	AGJPKI_00650		Transposase	RefSeq:WP_003400850.1, SO:0001217, UniParc:UPI00000D2B30, UniRef:UniRef100_A0A066RU84, UniRef:UniRef50_A0A1V3X8M5, UniRef:UniRef90_A0A066RU84
contig_1	cds	139400	140155	-	AGJPKI_00655	ldtMt1	L,D-transpeptidase LdtMt1	BlastRules:WP_003400856, COG:COG1376, COG:M, EC:2.3.2.-, GO:0005576, GO:0008360, GO:0016746, GO:0018104, GO:0042597, GO:0071555, GO:0071972, RefSeq:WP_003400856.1, SO:0001217, UniParc:UPI00000CCB87, UniRef:UniRef100_Q7DAG3, UniRef:UniRef50_Q7DAG3, UniRef:UniRef90_Q7DAG3
contig_1	cds	140333	141277	+	AGJPKI_00660	oxyS	LysR family transcriptional regulator OxyS	BlastRules:WP_003400857, COG:COG0583, COG:K, RefSeq:WP_003400857.1, SO:0001217, UniParc:UPI00000D3B16, UniRef:UniRef100_A0A679LAU3, UniRef:UniRef50_A0A049DTF5, UniRef:UniRef90_G0TMD1
contig_1	cds	141261	143009	-	AGJPKI_00665	oxc	oxalyl-CoA decarboxylase	COG:COG0028, COG:EH, RefSeq:WP_003900812.1, SO:0001217, UniParc:UPI00000D11B7, UniRef:UniRef100_A0A8E0E6I2, UniRef:UniRef50_P40149, UniRef:UniRef90_A0A7U9PI22
contig_1	cds	143131	144759	+	AGJPKI_00670	menE	FadD7 family fatty acid--CoA ligase	COG:COG0318, COG:I, SO:0001217, UniParc:UPI00000D4F4A, UniRef:UniRef100_A0A062WC85, UniRef:UniRef50_A0A498PPI4, UniRef:UniRef90_A0A062WC85
contig_1	cds	144760	146904	-	AGJPKI_00675	fusA	elongation factor G-like protein EF-G2	COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0005886, GO:0009274, GO:0032790, RefSeq:WP_003400860.1, SO:0001217, UniParc:UPI0000164F33, UniRef:UniRef100_P9WNM8, UniRef:UniRef50_P9WNM9, UniRef:UniRef90_P9WNM9
contig_1	cds	147041	147475	-	AGJPKI_00680		Putative-PNPOx domain-containing protein	RefSeq:WP_003400864.1, SO:0001217, UniParc:UPI00000CCB28, UniRef:UniRef100_A0A679LB50, UniRef:UniRef50_Q7DAG0, UniRef:UniRef90_Q7DAG0
contig_1	cds	147810	147992	+	AGJPKI_00685		DUF4224 domain-containing protein	SO:0001217, UniParc:UPI00005EE36C, UniRef:UniRef100_A0A0E7ZN66, UniRef:UniRef50_A0A076ACX0, UniRef:UniRef90_A0A076ACX0
contig_1	cds	147989	148357	+	AGJPKI_00690		DNA-binding protein	RefSeq:WP_003400878.1, SO:0001217, UniParc:UPI00000D5FDF, UniRef:UniRef100_A0A8E0A4G5, UniRef:UniRef50_A0A7I7MQW6, UniRef:UniRef90_A0A2I7W2L9
contig_1	cds	148666	150309	+	AGJPKI_00695		PE domain-containing protein	RefSeq:WP_009937218.1, SO:0001217, UniParc:UPI00005EE36D, UniRef:UniRef100_A0A8S8LGB9, UniRef:UniRef50_A0A0Y1B983, UniRef:UniRef90_A0A0Y1B983
contig_1	cds	150461	151528	+	AGJPKI_00700	degQ	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	COG:COG0265, COG:O, RefSeq:WP_003400885.1, SO:0001217, UniParc:UPI00000319A5, UniRef:UniRef100_A0A045JW80, UniRef:UniRef50_A0A045JW80, UniRef:UniRef90_A0A045JW80
contig_1	cds	151637	153442	+	AGJPKI_00705	treS	Trehalose synthase/amylase TreS	COG:COG0366, COG:G, EC:3.2.1.1, EC:5.4.99.16, GO:0000023, GO:0000272, GO:0004556, GO:0005509, GO:0005829, GO:0005886, GO:0005977, GO:0005978, GO:0005991, GO:0005992, GO:0016161, GO:0045227, GO:0047471, RefSeq:WP_003400893.1, SO:0001217, UniParc:UPI00000D6059, UniRef:UniRef100_P9WQ18, UniRef:UniRef50_A0R6E0, UniRef:UniRef90_P9WQ18
contig_1	cds	153545	154912	+	AGJPKI_00710	mak	maltokinase	BlastRules:WP_003916610, COG:COG3281, COG:G, EC:2.7.1.175, GO:0005524, GO:0005978, GO:0005992, GO:0016301, GO:0046835, RefSeq:WP_003899824.1, SO:0001217, UniParc:UPI0000164F35, UniRef:UniRef100_Q7DAF6, UniRef:UniRef50_Q7WUM3, UniRef:UniRef90_O07177
contig_1	cds	154980	155759	+	AGJPKI_00715	yoaK	Uncharacterized membrane protein YoaK, UPF0700 family	COG:COG3619, COG:S, RefSeq:WP_003899825.1, SO:0001217, UniParc:UPI00000D0F5E, UniRef:UniRef100_A0A045JWE3, UniRef:UniRef50_A0A1S4VR19, UniRef:UniRef90_A0A8E0EY36
contig_1	cds	155891	156913	-	AGJPKI_00720	ag85C	diacylglycerol acyltransferase/mycolyltransferase Ag85C	BlastRules:WP_003400908, COG:COG0627, COG:V, EC:2.3.1.122, EC:2.3.1.20, GO:0004144, GO:0005576, GO:0006869, GO:0009247, GO:0009274, GO:0016747, GO:0035375, GO:0046677, GO:0050348, GO:0071769, RefSeq:WP_003400908.1, SO:0001217, UniParc:UPI0000042501, UniRef:UniRef100_P0A4V5, UniRef:UniRef50_P0C2T1, UniRef:UniRef90_P0A4V5
contig_1	cds	157160	157615	+	AGJPKI_00725	htdZ	3-hydroxyacyl-thioester dehydratase HtdZ	BlastRules:WP_003400912, COG:COG2030, COG:I, EC:4.2.1.-, GO:0003859, GO:0004300, GO:0006633, GO:0018812, RefSeq:WP_003400912.1, SO:0001217, UniParc:UPI00000D5F2A, UniRef:UniRef100_Q7U2S5, UniRef:UniRef50_Q7U2S5, UniRef:UniRef90_Q7U2S5
contig_1	cds	157628	158971	-	AGJPKI_00730	caiA	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	COG:COG1960, COG:I, RefSeq:WP_003400917.1, SO:0001217, UniParc:UPI00000D6030, UniRef:UniRef100_A0A045I1H0, UniRef:UniRef50_A0A045I1H0, UniRef:UniRef90_A0A045I1H0
contig_1	cds	159013	160095	-	AGJPKI_00735	fgd2	F420-dependent hydroxymycolic acid dehydrogenase	COG:COG2141, COG:HR, EC:1.1.98.-, GO:0005886, GO:0006629, GO:0016705, GO:0031975, RefSeq:WP_003899826.1, SO:0001217, UniParc:UPI00000D5037, UniRef:UniRef100_P96809, UniRef:UniRef50_P96809, UniRef:UniRef90_P96809
contig_1	cds	160182	160787	+	AGJPKI_00740	yhbS	putative N-acetyltransferase YhbS	COG:COG3153, COG:R, RefSeq:WP_003400924.1, SO:0001217, UniParc:UPI00000D6047, UniRef:UniRef100_A0A045JWE7, UniRef:UniRef50_A0A0I9VFZ1, UniRef:UniRef90_A0A045JWE7
contig_1	cds	161084	161986	+	AGJPKI_00745	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold	COG:COG0596, COG:HR, RefSeq:WP_003899827.1, SO:0001217, UniParc:UPI00000D5F76, UniRef:UniRef100_A0A0E8V1N1, UniRef:UniRef50_A0A0T9MJX3, UniRef:UniRef90_A0A0T9MJX3
contig_1	cds	161957	162562	-	AGJPKI_00750		Transcriptional regulatory protein	RefSeq:WP_003400935.1, SO:0001217, UniParc:UPI00000D6056, UniRef:UniRef100_A0A679LAE6, UniRef:UniRef50_R4M1T5, UniRef:UniRef90_R4M1T5
contig_1	cds	162679	164004	+	AGJPKI_00755	cyp138	Putative cytochrome P450 138	COG:COG2124, COG:QV, EC:1.14.-.-, GO:0004497, GO:0005506, GO:0016705, GO:0020037, RefSeq:WP_003400938.1, SO:0001217, UniParc:UPI0000126BB6, UniRef:UniRef100_P63718, UniRef:UniRef50_P63718, UniRef:UniRef90_P63718
contig_1	cds	164025	164573	-	AGJPKI_00760	msrA	Peptide methionine sulfoxide reductase MsrA	COG:COG0225, COG:O, EC:1.8.4.11, GO:0008113, GO:0033744, GO:0036211, KEGG:K07304, RefSeq:WP_003400942.1, SO:0001217, UniParc:UPI000012F659, UniRef:UniRef100_P0A5L1, UniRef:UniRef50_P0A5L1, UniRef:UniRef90_P0A5L1
contig_1	cds	164636	165139	+	AGJPKI_00765		SnoaL-like domain-containing protein	RefSeq:WP_003400945.1, SO:0001217, UniParc:UPI00000D1131, UniRef:UniRef100_A0A045I2U4, UniRef:UniRef50_G8RWC6, UniRef:UniRef90_G0TMF2
contig_1	cds	165140	166162	+	AGJPKI_00770	wcaG	Nucleoside-diphosphate-sugar epimerase	COG:COG0451, COG:M, RefSeq:WP_003400947.1, SO:0001217, UniParc:UPI00000D5FB1, UniRef:UniRef100_A0A045IR32, UniRef:UniRef50_A0A045IR32, UniRef:UniRef90_A0A045IR32
contig_1	cds	166223	166603	+	AGJPKI_00775		DUF427 domain-containing protein	COG:COG2343, COG:S, RefSeq:WP_003400949.1, SO:0001217, UniParc:UPI00000D1019, UniRef:UniRef100_A0A679LAF6, UniRef:UniRef50_A0A375YCR8, UniRef:UniRef90_G0TMF4
contig_1	cds	166584	166994	-	AGJPKI_00780	yesE	Ketosteroid isomerase-related protein	COG:COG3631, COG:R, RefSeq:WP_003400951.1, SO:0001217, UniParc:UPI00000D0F73, UniRef:UniRef100_A0A0H3L4N5, UniRef:UniRef50_A0A1A3D3Q3, UniRef:UniRef90_G0TMF5
contig_1	cds	167024	167950	+	AGJPKI_00785	alkA	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	COG:COG0122, COG:L, RefSeq:WP_003400956.1, SO:0001217, UniParc:UPI00000D1039, UniRef:UniRef100_A0A679LB67, UniRef:UniRef50_Q73U09, UniRef:UniRef90_G0TMF6
contig_1	cds	168017	169495	-	AGJPKI_00790	clcA	H+/Cl- antiporter ClcA	COG:COG0038, COG:P, RefSeq:WP_003899828.1, SO:0001217, UniParc:UPI00000D5038, UniRef:UniRef100_A0A045JWF6, UniRef:UniRef50_A0A8D6H8M9, UniRef:UniRef90_A0A045JWF6
contig_1	cds	169597	170439	+	AGJPKI_00795	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_003400961.1, SO:0001217, UniParc:UPI00000D5FF9, UniRef:UniRef100_A0A045J1E5, UniRef:UniRef50_A0A045J1E5, UniRef:UniRef90_A0A045J1E5
contig_1	cds	170528	171481	+	AGJPKI_00800	yktD	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0145	COG:COG3315, COG:Q, EC:2.1.1.-, GO:0008168, GO:0032259, RefSeq:WP_003899829.1, SO:0001217, UniParc:UPI00000D0F6B, UniRef:UniRef100_A0A679LAF3, UniRef:UniRef50_A0QNM1, UniRef:UniRef90_Q7U2R3
contig_1	cds	171524	172456	+	AGJPKI_00805	yktD	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv0146	COG:COG3315, COG:Q, EC:2.1.1.-, GO:0005829, GO:0005886, GO:0008168, GO:0032259, GO:0052559, RefSeq:WP_003900814.1, SO:0001217, UniParc:UPI000016520C, UniRef:UniRef100_P9WFJ2, UniRef:UniRef50_Q9CCZ4, UniRef:UniRef90_P9WFJ2
contig_1	cds	172599	174071	+	AGJPKI_00810	adhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	COG:COG1012, COG:I, SO:0001217, UniParc:UPI0003217C29, UniRef:UniRef100_A0A679LAW8, UniRef:UniRef50_A0A1M9I306, UniRef:UniRef90_A0A0U0QLZ5
contig_1	cds	174146	175006	+	AGJPKI_00815	fabG	Putative short-chain type dehydrogenase/reductase Rv0148	COG:COG1028, COG:I, EC:1.1.1.-, GO:0005886, GO:0009274, GO:0016491, GO:0070490, RefSeq:WP_003400979.1, SO:0001217, UniParc:UPI000016520D, UniRef:UniRef100_P96825, UniRef:UniRef50_P96825, UniRef:UniRef90_P96825
contig_1	cds	175013	175981	+	AGJPKI_00820	qor	NADPH:quinone reductase or related Zn-dependent oxidoreductase	COG:COG0604, COG:CR, RefSeq:WP_003400985.1, SO:0001217, UniParc:UPI00000D5F1C, UniRef:UniRef100_A0A679LBM4, UniRef:UniRef50_A0A653FNN4, UniRef:UniRef90_A0A8E0E6J3
