
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv2926c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2927c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2932	1	1	0	0	0	0	phthiocerol synthesis polyketide synthase type I	0	0	0	0	0	0	 // Corrected Start	
Rv2935	1	1	0	0	0	0	phthiocerol synthesis polyketide synthase type I	0	0	0	0	0	0	 // Corrected Start	
Rv2944	1	1	0	0	0	0	insertion sequence element IS1533 transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv2946c	1	1	0	0	0	0	polyketide synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2947c	1	1	0	0	0	0	polyketide synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2951c	1	1	0	0	0	0	phthiodiolone/phenolphthiodiolone	0	0	0	0	0	0	 // Corrected Start	
Rv2955c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2956	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2960c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2961	1	1	0	0	0	0	transposase"	1	1	0	0	0	0	0	
Rv2962c	1	1	0	0	0	0	PGL/p-HBAD biosynthesis rhamnosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2963	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2966c	1	1	0	0	0	0	methyltransferase"	1	1	0	0	0	0	0	
Rv2967c	1	1	0	0	0	0	pyruvate carboxylase"	0	0	0	0	0	0	 // Corrected Start	
Rv2968c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2969c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2970A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2971	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2973c	1	1	0	0	0	0	ATP-dependent DNA helicase RecG"	0	0	0	0	0	0	 // Corrected Start	
Rv2974c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2975c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2976c	1	1	0	0	0	0	uracil-DNA glycosylase"	0	0	0	0	0	0	 // Corrected Start	
Rv2977c	1	1	0	0	0	0	thiamine-monophosphate kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv2980	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv2981c	1	1	0	0	0	0	D-alanine--D-alanine ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2985	1	1	0	0	0	0	8-oxo-dGTP diphosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv2989	1	1	0	0	0	0	transcriptional regulator"	1	1	0	0	0	0	0	
Rv2992c	1	1	0	0	0	0	glutamate--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2996c	1	1	0	0	0	0	D-3-phosphoglycerate dehydrogenase"	1	1	0	0	0	0	0	
Rv2997	1	1	0	0	0	0	dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv2998	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3003c	1	1	0	0	0	0	acetolactate synthase large subunit IlvB"	0	0	0	0	0	0	 // Corrected Start	
Rv3005c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3007c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3011c	1	1	0	0	0	0	glutamyl-tRNA(GLN) amidotransferase subunit A"	0	0	0	0	0	0	 // Corrected Start	
Rv3012c	1	1	0	0	0	0	glutamyl-tRNA(GLN) amidotransferase subunit C"	0	0	0	0	0	0	 // Corrected Start	
Rv3013	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3014c	1	1	0	0	0	0	DNA ligase A"	0	0	0	0	0	0	 // Corrected Start	
Rv3015c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3017c	1	1	0	0	0	0	ESAT-6 like protein EsxQ"	0	0	0	0	0	0	 // Corrected Start	
Rv3018c	1	1	0	0	0	0	PPE family protein PPE46"	0	0	0	0	0	0	 // Corrected Start	
Rv3022A	1	1	0	0	0	0	PE family protein PE29"	0	0	0	0	0	0	 // Corrected Start	
Rv3031	1	1	0	0	0	0	1,4-alpha-glucan-branching protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3032A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3034c	1	1	0	0	0	0	acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3035	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3037c	1	1	0	0	0	0	S-adenosylmethionine-dependent	0	0	0	0	0	0	 // Corrected Start	
Rv3039c	1	1	0	0	0	0	enoyl-CoA hydratase EchA17"	0	0	0	0	0	0	 // Corrected Start	
Rv3043c	1	1	0	0	0	0	cytochrome C oxidase cytochrome 1"	0	0	0	0	0	0	 // Corrected Start	
Rv3046c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3048c	1	1	0	0	0	0	ribonucleoside-diphosphate reductase subunit	0	0	0	0	0	0	 // Corrected Start	
Rv3049c	1	1	0	0	0	0	monooxygenase"	0	0	0	0	0	0	 // Corrected Start	
Rv3050c	1	1	0	0	0	0	AsnC family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3054c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3055	1	1	0	0	0	0	TetR family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3058c	1	1	0	0	0	0	TetR family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3061c	3	0	1	1	0	1	acyl-CoA dehydrogenase FadE22"	0	0	0	0	0	0	 // Corrected Stop	
Rv3062	1	1	0	0	0	0	DNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3063	1	1	0	0	0	0	carbon starvation protein A"	0	0	0	0	0	0	 // Corrected Start	
Rv3065	1	1	0	0	0	0	multidrug resistance protein Mmr"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3066	1	1	0	0	0	0	DeoR family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3067	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3069	1	1	0	0	0	0	fluoride ion transporter CrcB"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv3072c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3078	1	1	0	0	0	0	hydroxylaminobenzene mutase"	0	0	0	0	0	0	 // Corrected Start	
Rv3081	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3093c	2	0	1	0	0	1	oxidoreductase"	0	0	0	0	0	0	 // Corrected Stop	
Rv3094c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3096	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3097c	1	1	0	0	0	0	triacylglycerol lipase Lip"	0	0	0	0	0	0	 // Corrected Start	
Rv3098A	1	1	0	0	0	0	PemK-like protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3098c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3099c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3100c	1	1	0	0	0	0	SsrA-binding protein"	1	1	0	0	0	0	0	
Rv3101c	1	1	0	0	0	0	cell division protein FtsX"	0	0	0	0	0	0	 // Corrected Start	
Rv3103c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3114	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3122	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3123	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3124	1	1	0	0	0	0	transcriptional regulator MoaR"	0	0	0	0	0	0	 // Corrected Start	
Rv3125c	1	0	0	1	0	0	PPE family protein PPE49"	0	0	0	0	0	0	0	
Rv3127	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3133c	1	1	0	0	0	0	two component transcriptional regulator DevR"	0	0	0	0	0	0	 // Corrected Start	
Rv3135	4	1	1	2	0	1	PPE family protein PPE50"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv3136A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3137	1	1	0	0	0	0	histidinol-phosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv3143	1	1	0	0	0	0	response regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3144c	1	1	0	0	0	0	PPE family protein PPE52"	0	0	0	0	0	0	 // Corrected Start	
Rv3145	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit A"	0	0	0	0	0	0	 // Corrected Start	
Rv3146	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit B"	0	0	0	0	0	0	 // Corrected Start	
Rv3149	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit E"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3151	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit G"	0	0	0	0	0	0	 // Corrected Start	
Rv3153	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit I"	0	0	0	0	0	0	 // Corrected Start	
Rv3156	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit L"	0	0	0	0	0	0	 // Corrected Start	
Rv3157	1	1	0	0	0	0	NADH-quinone oxidoreductase subunit M"	0	0	0	0	0	0	 // Corrected Start	
Rv3189	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3190c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3191c	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3193c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3194c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3195	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3196	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3196A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3197A	1	1	0	0	0	0	transcriptional regulator WhiB7"	0	0	0	0	0	0	 // Corrected Start	
Rv3199c	1	1	0	0	0	0	NADH pyrophosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv3200c	1	1	0	0	0	0	transmembrane cation transporter"	0	0	0	0	0	0	 // Corrected Start	
Rv3203	1	1	0	0	0	0	lipase LipV"	0	0	0	0	0	0	 // Corrected Start	
Rv3206c	1	1	0	0	0	0	adenylyltransferase/sulfurtransferase MoeZ"	1	1	0	0	0	0	0	
Rv3207c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3208A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3209	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3215	1	1	0	0	0	0	isochorismate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv3217c	1	1	0	0	0	0	integral membrane protein"	1	1	0	0	0	0	0	
Rv3221A	1	1	0	0	0	0	anti-sigma factor RshA"	0	0	0	0	0	0	 // Corrected Start	
Rv3225c	1	1	0	0	0	0	GCN5-like N-acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3227	1	1	0	0	0	0	3-phosphoshikimate 1-carboxyvinyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3228	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3231c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3232c	1	1	0	0	0	0	polyphosphate kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv3234c	1	1	0	0	0	0	diacyglycerol O-acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3236c	1	1	0	0	0	0	integral membrane transport protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3240c	1	1	0	0	0	0	protein translocase subunit SecA"	0	0	0	0	0	0	 // Corrected Start	
Rv3241c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3242c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3247c	1	1	0	0	0	0	thymidylate kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv3249c	1	1	0	0	0	0	TetR family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3250c	1	1	0	0	0	0	rubredoxin RubB"	1	1	0	0	0	0	0	
Rv3254	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3255c	1	1	0	0	0	0	mannose-6-phosphate isomerase"	0	0	0	0	0	0	 // Corrected Start	
Rv3256c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3260c	1	1	0	0	0	0	transcriptional regulator WhiB2"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3261	1	1	0	0	0	0	2-phospho-L-lactate transferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3262	1	1	0	0	0	0	coenzyme F420:L-glutamate ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3264c	1	1	0	0	0	0	D-alpha-D-mannose-1-phosphate	0	0	0	0	0	0	 // Corrected Start	
Rv3265c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv3267	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3273	1	1	0	0	0	0	transmembrane carbonic anhydrase"	0	0	0	0	0	0	 // Corrected Start	
Rv3279c	1	1	0	0	0	0	Not Set	1	1	0	0	0	0	0	
Rv3283	1	1	0	0	0	0	thiosulfate sulfurtransferase SseA"	0	0	0	0	0	0	 // Corrected Start	
Rv3285	1	1	0	0	0	0	bifunctional protein acetyl-/propionyl-CoA	0	0	0	0	0	0	 // Corrected Start	
Rv3286c	1	1	0	0	0	0	RNA polymerase sigma factor SigF"	0	0	0	0	0	0	 // Corrected Start	
Rv3293	1	1	0	0	0	0	piperideine-6-carboxylic acid dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv3294c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3296	1	1	0	0	0	0	ATP-dependent helicase"	0	0	0	0	0	0	 // Corrected Start	
Rv3299c	1	1	0	0	0	0	arylsulfatase AtsB"	0	0	0	0	0	0	 // Corrected Start	
Rv3300c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3302c	1	1	0	0	0	0	glycerol-3-phosphate dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv3303c	4	1	1	2	0	1	NAD(P)H quinone reductase LpdA"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv3304	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3307	1	1	0	0	0	0	purine nucleoside phosphorylase"	0	0	0	0	0	0	 // Corrected Start	
Rv3308	1	1	0	0	0	0	phosphomannomutase PmmB"	0	0	0	0	0	0	 // Corrected Start	
Rv3309c	1	1	0	0	0	0	uracil phosphoribosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3312c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3314c	1	1	0	0	0	0	thymidine phosphorylase"	0	0	0	0	0	0	 // Corrected Start	
Rv3318	1	1	0	0	0	0	succinate dehydrogenase flavoprotein subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv3323c	2	1	0	2	0	0	MoaD-MoaE fusion protein MoaX"	0	0	0	0	0	0	 // Corrected Start	
Rv3327	1	1	0	0	0	0	transposase fusion protein"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv3329	1	1	0	0	0	0	aminotransferase"	1	1	0	0	0	0	0	
Rv3331	1	1	0	0	0	0	sugar-transport integral membrane protein SugI"	0	0	0	0	0	0	 // Corrected Start	
Rv3332	1	1	0	0	0	0	N-acetylglucosamine-6-phosphate deacetylase	0	0	0	0	0	0	 // Corrected Start	
Rv3342	1	1	0	0	0	0	methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3344c	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS49"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv3345c	3	0	1	10	0	1	PE-PGRS family protein PE_PGRS50"	0	0	0	0	0	0	 // Corrected Stop	
Rv3347c	1	1	0	0	0	0	PPE family protein PPE55"	0	0	0	0	0	0	 // Corrected Start	
Rv3348	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3349c	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3350c	1	0	0	2	0	0	PPE family protein PPE56"	0	0	0	0	0	0	0	
Rv3351c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3352c	1	1	0	0	0	0	oxidoreductase"	1	1	0	0	0	0	0	
Rv3356c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv3358	1	1	0	0	0	0	toxin RelK"	1	1	0	0	0	0	0	
Rv3359	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3361c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3362c	1	1	0	0	0	0	ATP/GTP-binding protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3363c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3365c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3372	1	1	0	0	0	0	trehalose 6-phosphate phosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv3376	1	1	0	0	0	0	phosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv3379c	1	1	0	0	0	0	1-deoxy-D-xylulose-5-phosphate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv3386	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3387	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv3393	1	1	0	0	0	0	nucleoside hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv3394c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3395A	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3396c	1	1	0	0	0	0	GMP synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv3404c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3408	1	1	0	0	0	0	ribonuclease VapC47"	0	0	0	0	0	0	 // Corrected Start	
Rv3412	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3415c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv3418c	1	1	0	0	0	0	chaperonin GroES"	1	1	0	0	0	0	0	
Rv3420c	1	1	0	0	0	0	ribosomal-protein-alanine acetyltransferase	1	1	0	0	0	0	0	
Rv3422c	1	1	0	0	0	0	tRNA threonylcarbamoyladenosine biosynthesis	0	0	0	0	0	0	 // Corrected Start	
Rv3423c	1	1	0	0	0	0	alanine racemase"	0	0	0	0	0	0	 // Corrected Start	
Rv3426	3	0	1	4	0	1	PPE family protein PPE58"	0	0	0	0	0	0	 // Corrected Stop	
Rv3428c	3	1	1	0	0	1	transposase"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv3429	3	1	1	0	0	1	PPE family protein PPE59"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv3467	4	1	1	4	0	1	hypothetical protein"	0	0	0	0	0	0	 // Modell shifted 2 base(s) // Corrected Start // Corrected Stop	
Rv3468c	1	1	0	0	0	0	dTDP-glucose 4,6-dehydratase"	0	0	0	0	0	0	 // Corrected Start	
Rv3470c	1	1	0	0	0	0	acetolactate synthase large subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv3473c	1	1	0	0	0	0	peroxidase BpoA"	0	0	0	0	0	0	 // Corrected Start	
Rv3477	1	1	0	0	0	0	PE family protein PE31"	0	0	0	0	0	0	 // Corrected Start	
Rv3478	1	1	0	0	0	0	PE family protein PPE60"	0	0	0	0	0	0	 // Corrected Start	
Rv3480c	1	1	0	0	0	0	diacyglycerol O-acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv3483c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3486	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3487c	1	1	0	0	0	0	carboxylesterase LipF"	0	0	0	0	0	0	 // Corrected Start	
Rv3491	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3493c	1	1	0	0	0	0	Mce associated protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3496c	1	1	0	0	0	0	Mce family protein Mce4D"	0	0	0	0	0	0	 // Corrected Start	
Rv3497c	1	1	0	0	0	0	Mce family protein Mce4C"	1	1	0	0	0	0	0	
Rv3501c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3502c	1	1	0	0	0	0	3-oxoacyl-ACP reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3503c	1	1	0	0	0	0	ferredoxin FdxD"	1	1	0	0	0	0	0	
Rv3507	1	0	1	0	0	0	PE-PGRS family protein PE_PGRS53"	0	0	0	0	0	0	 // Corrected Stop	
Rv3508	1	1	0	0	0	0	PE-PGRS family protein PE_PGRS54"	0	0	0	0	0	0	 // Corrected Start	
Rv3509c	1	1	0	0	0	0	acetohydroxyacid synthase large subunit"	0	0	0	0	0	0	 // Corrected Start	
Rv3511	3	1	1	0	0	1	PE-PGRS family protein PE_PGRS55"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv3514	3	1	1	10	0	0	PE-PGRS family protein PE_PGRS57"	0	0	0	8	0	0	 // Corrected Start // Corrected Stop	
Rv3515c	1	1	0	0	0	0	acyl-CoA synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv3516	1	1	0	0	0	0	enoyl-CoA hydratase EchA19"	0	0	0	0	0	0	 // Corrected Start	
Rv3517	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3520c	1	1	0	0	0	0	coenzyme F420-dependent oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3521	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3523	1	0	0	1	0	0	lipid carrier protein"	0	0	0	0	0	0	0	
Rv3526	1	1	0	0	0	0	3-ketosteroid-9-alpha-monooxygenase oxygenase	0	0	0	0	0	0	 // Corrected Start	
Rv3529c	1	0	0	1	0	0	hypothetical protein"	0	0	0	0	0	0	0	
Rv3531c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3540c	1	1	0	0	0	0	lipid transfer protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3542c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3545c	1	1	0	0	0	0	steroid C26-monooxygenase"	0	0	0	0	0	0	 // Corrected Start	
Rv3549c	1	1	0	0	0	0	short-chain type dehydrogenase/reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv3551	1	1	0	0	0	0	CoA-transferase subunit alpha"	0	0	0	0	0	0	 // Corrected Start	
Rv3552	1	1	0	0	0	0	CoA-transferase subunit beta"	0	0	0	0	0	0	 // Corrected Start	
Rv3554	1	1	0	0	0	0	electron transfer protein FdxB"	0	0	0	0	0	0	 // Corrected Start	
Rv3561	1	1	0	0	0	0	fatty-acid--CoA ligase FadD3"	1	1	0	0	0	0	0	
Rv3563	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE32"	0	0	0	0	0	0	 // Corrected Start	
Rv3565	1	1	0	0	0	0	aspartate aminotransferase AspB"	0	0	0	0	0	0	 // Corrected Start	
Rv3566A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv3570c	1	1	0	0	0	0	flavin-dependent monooxygenase oxygenase subunit	0	0	0	0	0	0	 // Corrected Start	
Rv3571	1	1	0	0	0	0	3-ketosteroid-9-alpha-hydroxylase reductase	0	0	0	0	0	0	 // Corrected Start	
Rv3573c	1	1	0	0	0	0	acyl-CoA dehydrogenase FadE34"	0	0	0	0	0	0	 // Corrected Start	
Rv3574	1	1	0	0	0	0	HTH-type transcriptional regulator KstR"	0	0	0	0	0	0	 // Corrected Start	
Rv3575c	1	1	0	0	0	0	LacI family transcriptional regulator"	0	0	0	0	0	0	 // Corrected Start	
Rv3576	1	1	0	0	0	0	lipoprotein LppH"	0	0	0	0	0	0	 // Corrected Start	
Rv3577	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3578	1	1	0	0	0	0	arsenic transport integral membrane protein	0	0	0	0	0	0	 // Corrected Start	
Rv3580c	1	1	0	0	0	0	cysteine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3581c	1	1	0	0	0	0	2C-methyl-D-erythritol 2,4-cyclodiphosphate	0	0	0	0	0	0	 // Corrected Start	
Rv3582c	1	1	0	0	0	0	2-C-methyl-D-erythritol 4-phosphate	0	0	0	0	0	0	 // Corrected Start	
Rv3584	1	1	0	0	0	0	lipoprotein LpqE"	0	0	0	0	0	0	 // Corrected Start	
Rv3585	1	1	0	0	0	0	DNA repair protein RadA"	0	0	0	0	0	0	 // Corrected Start	
Rv3587c	1	1	0	0	0	0	membrane protein"	1	1	0	0	0	0	0	
Rv3591c	1	1	0	0	0	0	hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv3593	1	1	0	0	0	0	lipoprotein LpqF"	0	0	0	0	0	0	 // Corrected Start	
Rv3594	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv3598c	1	1	0	0	0	0	lysine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv3600c	1	1	0	0	0	0	type III pantothenate kinase"	0	0	0	0	0	0	 // Corrected Start	
